name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Honda Jazz,2015,111381,86619,CNG,Individual,Manual,Second Owner,19.45 kmpl,1205 CC,74.6 bhp,128Nm@ 3000rpm,5.0
Hyundai Venue,2019,309556,53738,Petrol,Individual,Automatic,First Owner,18.28 kmpl,1674 CC,110.0 bhp,147Nm@ 2500rpm,6.0
Honda Amaze,2015,143775,118951,Petrol,Individual,Manual,First Owner,17.76 kmpl,1573 CC,94.5 bhp,157Nm@ 3000rpm,5.0
Honda City,2023,377077,3508,Diesel,Individual,Manual,First Owner,20.31 kmpl,1606 CC,108.7 bhp,171Nm@ 2500rpm,
Mahindra XUV300,2022,290835,22097,Petrol,Individual,Manual,First Owner,21.52 kmpl,1388 CC,71.9 bhp,93Nm@ 3000rpm,5.0
Toyota Etios,2016,189825,113739,Diesel,Individual,Manual,First Owner,19.32 kmpl,1789 CC,116.5 bhp,182Nm@ 1500rpm,5.0
Volkswagen Polo,2016,191404,55767,Diesel,Individual,Automatic,Third Owner,23.7 kmpl,1389 CC,81.3 bhp,122Nm@ 1500rpm,7.0
Toyota Glanza,2020,266543,73087,CNG,Individual,Manual,First Owner,17.73 kmpl,1529 CC,88.0 bhp,122Nm@ 2000rpm,8.0
Hyundai Verna,2014,125467,97696,Diesel,Individual,Manual,First Owner,20.34 kmpl,1714 CC,101.0 bhp,154Nm@ 3000rpm,5.0
Renault Kwid,2020,184428,38212,Diesel,Dealer,Manual,First Owner,18.22 kmpl,1666 CC,121.4 bhp,124Nm@ 4000rpm,7.0
Mercedes-Benz GLA,2015,435843,100132,Diesel,Individual,Automatic,Second Owner,17.83 kmpl,2028 CC,116.8 bhp,190Nm@ 2000rpm,7.0
Tata Tiago,2013,86624,131648,Petrol,Individual,Manual,First Owner,17.42 kmpl,1441 CC,82.7 bhp,139Nm@ 1500rpm,6.0
Renault Triber,2013,66401,131252,Petrol,Individual,Automatic,Second Owner,18.98 kmpl,,96.7 bhp,136Nm@ 3000rpm,8.0
Volkswagen Tiguan,2024,527400,30339,Petrol,Individual,Manual,First Owner,16.85 kmpl,2090 CC,124.8 bhp,200Nm@ 2000rpm,6.0
Tata Nexon,2016,133852,86083,Diesel,Dealer,Manual,Second Owner,18.12 kmpl,1737 CC,99.0 bhp,152Nm@ 3000rpm,7.0
Hyundai Verna,2015,142302,105497,Petrol,Individual,Manual,First Owner,,1947 CC,129.2 bhp,212Nm@ 3000rpm,8.0
Toyota Innova,2011,117927,142069,Diesel,Dealer,Manual,First Owner,18.51 kmpl,2016 CC,122.7 bhp,157Nm@ 2000rpm,8.0
Maruti Baleno,2019,185045,67930,Diesel,Dealer,Automatic,Third Owner,23.26 kmpl,1289 CC,67.7 bhp,110Nm@ 3000rpm,7.0
Honda WR-V,2014,124353,106757,Petrol,Individual,Manual,Second Owner,19.32 kmpl,1580 CC,112.0 bhp,,8.0
Hyundai Creta,2016,116063,87583,Petrol,Individual,Manual,First Owner,17.86 kmpl,1426 CC,78.4 bhp,115Nm@ 2000rpm,4.0
Volkswagen Polo,2019,245040,65309,Petrol,Dealer,Automatic,First Owner,21.34 kmpl,1549 CC,87.0 bhp,123Nm@ 1750rpm,5.0
BMW 5 Series,2016,541570,80315,Petrol,Trustmark Dealer,Automatic,First Owner,14.93 kmpl,2224 CC,142.8 bhp,225Nm@ 1500rpm,4.0
Toyota Etios,2007,54738,201706,Diesel,Dealer,Manual,Second Owner,22.15 kmpl,1447 CC,101.0 bhp,147Nm@ 2200rpm,8.0
Toyota Etios,2017,210506,80348,Petrol,Individual,Manual,First Owner,18.01 kmpl,1597 CC,101.5 bhp,149Nm@ 3000rpm,6.0
Volkswagen Polo,2016,251974,92089,Diesel,Individual,Automatic,First Owner,17.66 kmpl,1972 CC,122.4 bhp,196Nm@ 3000rpm,8.0
Toyota Fortuner,2017,188381,101210,CNG,Individual,Manual,First Owner,17.5 kmpl,1545 CC,82.9 bhp,126Nm@ 2000rpm,7.0
Audi Q3,2011,241846,176635,Diesel,Individual,Manual,First Owner,19.06 kmpl,2206 CC,152.0 bhp,214Nm@ 2200rpm,7.0
Volkswagen Polo,2011,88185,138380,Diesel,Dealer,Manual,Fourth & Above Owner,23.16 kmpl,1451 CC,87.5 bhp,157Nm@ 2000rpm,5.0
Volkswagen Vento,2018,209764,53214,Diesel,Individual,Manual,Second Owner,21.04 kmpl,1476 CC,107.1 bhp,174Nm@ 2500rpm,5.0
Tata Tiago,2018,122988,87542,CNG,Individual,Manual,Third Owner,20.45 kmpl,1361 CC,89.3 bhp,147Nm@ 4000rpm,7.0
Audi Q3,2014,397357,95456,Petrol,Individual,Automatic,First Owner,16.69 kmpl,2043 CC,122.3 bhp,158Nm@ 1500rpm,7.0
Mahindra Thar,2013,139874,146995,Diesel,Trustmark Dealer,Automatic,First Owner,18.06 kmpl,1714 CC,120.2 bhp,209Nm@ 1500rpm,4.0
Mahindra Thar,2012,86118,138979,Petrol,Trustmark Dealer,Manual,First Owner,17.07 kmpl,1857 CC,119.3 bhp,192Nm@ 3000rpm,4.0
BMW X1,2024,1103317,100,Petrol,Individual,Manual,Second Owner,14.37 kmpl,2231 CC,116.8 bhp,197Nm@ 2200rpm,4.0
Honda Jazz,2011,79828,125892,Diesel,Individual,Manual,Second Owner,20.31 kmpl,2026 CC,114.9 bhp,169Nm@ 2000rpm,5.0
Ford Aspire,2015,140559,115970,Diesel,Individual,Manual,First Owner,20.98 kmpl,1531 CC,89.4 bhp,133Nm@ 2500rpm,5.0
Hyundai i10,2018,234265,58428,Diesel,Individual,Automatic,Second Owner,17.08 kmpl,1862 CC,133.7 bhp,174Nm@ 2000rpm,6.0
Toyota Glanza,2014,140327,120853,Petrol,Individual,Manual,First Owner,22.03 kmpl,1594 CC,126.1 bhp,225Nm@ 1750rpm,5.0
Toyota Glanza,2012,95507,150339,Diesel,Individual,Automatic,First Owner,23.31 kmpl,1233 CC,84.1 bhp,133Nm@ 2000rpm,7.0
Hyundai i20,2014,101329,126179,Diesel,Individual,Manual,Second Owner,16.71 kmpl,1978 CC,114.7 bhp,145Nm@ 2500rpm,
Hyundai Verna,2013,134931,145583,Diesel,Individual,Automatic,First Owner,23.13 kmpl,1490 CC,86.8 bhp,162Nm@ 1500rpm,5.0
BMW X1,2020,623766,73854,CNG,Dealer,Manual,First Owner,13.39 kmpl,2268 CC,157.6 bhp,236Nm@ 1750rpm,4.0
Volkswagen Tiguan,2022,374769,19930,Petrol,Individual,Automatic,Second Owner,18.05 kmpl,1463 CC,97.7 bhp,121Nm@ 4000rpm,5.0
Honda Jazz,2020,291120,48372,Petrol,Individual,Manual,First Owner,17.22 kmpl,1885 CC,121.2 bhp,185Nm@ 2200rpm,5.0
Honda Jazz,2013,123458,133328,Diesel,Dealer,Manual,First Owner,21.55 kmpl,1564 CC,90.2 bhp,123Nm@ 2200rpm,4.0
Mahindra Thar,2015,163017,134171,Diesel,Trustmark Dealer,Manual,First Owner,19.97 kmpl,2029 CC,104.7 bhp,171Nm@ 4000rpm,6.0
Maruti Vitara Brezza,2015,97265,115525,Petrol,Individual,Manual,First Owner,19.56 kmpl,1306 CC,77.9 bhp,124Nm@ 3000rpm,8.0
Volkswagen Vento,2008,47981,193639,Petrol,Individual,Manual,First Owner,19.84 kmpl,1223 CC,72.2 bhp,116Nm@ 2200rpm,6.0
Mahindra Thar,2013,95691,141236,Petrol,Individual,Manual,First Owner,17.31 kmpl,1880 CC,106.5 bhp,166Nm@ 2500rpm,6.0
Honda Amaze,2015,162299,115702,Diesel,Individual,Manual,Second Owner,21.14 kmpl,1937 CC,106.1 bhp,140Nm@ 1750rpm,6.0
Renault Duster,2016,80387,92579,Diesel,Individual,Manual,First Owner,22.41 kmpl,1342 CC,86.7 bhp,135Nm@ 2500rpm,7.0
Toyota Fortuner,2013,139739,146487,Petrol,Individual,Manual,First Owner,16.75 kmpl,1918 CC,91.1 bhp,,7.0
Renault Duster,2016,122915,90055,Petrol,Dealer,Manual,First Owner,19.17 kmpl,1572 CC,90.4 bhp,131Nm@ 2200rpm,4.0
Hyundai Verna,2012,88047,147486,Petrol,Individual,Manual,First Owner,18.74 kmpl,1708 CC,103.0 bhp,,5.0
Honda Civic,2012,94405,140311,Diesel,Individual,Manual,Fourth & Above Owner,23.41 kmpl,1236 CC,79.2 bhp,111Nm@ 3000rpm,5.0
Ford EcoSport,2014,98886,120014,Petrol,Individual,Manual,First Owner,20.96 kmpl,1355 CC,79.1 bhp,119Nm@ 2500rpm,4.0
Hyundai Venue,2018,141596,59348,Petrol,Individual,Manual,First Owner,21.16 kmpl,1253 CC,62.3 bhp,85Nm@ 2500rpm,4.0
Hyundai Grand i10,2007,68390,197556,Petrol,Individual,Automatic,First Owner,15.73 kmpl,2042 CC,128.5 bhp,188Nm@ 2200rpm,7.0
Mahindra XUV500,2014,109167,117278,Diesel,Dealer,Manual,First Owner,21.34 kmpl,1836 CC,123.3 bhp,172Nm@ 3000rpm,5.0
Volkswagen Tiguan,2021,354014,43478,Diesel,Individual,Automatic,First Owner,23.44 kmpl,1298 CC,87.5 bhp,101Nm@ 1500rpm,4.0
Honda Amaze,2018,246072,65888,Diesel,Individual,Manual,First Owner,20.44 kmpl,1518 CC,88.3 bhp,142Nm@ 1750rpm,5.0
Mahindra Thar,2016,143968,93454,Diesel,Individual,Automatic,Fourth & Above Owner,21.04 kmpl,1275 CC,82.5 bhp,113Nm@ 2000rpm,5.0
Mahindra XUV300,2015,106667,99078,Petrol,Individual,Manual,First Owner,21.87 kmpl,1143 CC,76.5 bhp,114Nm@ 2500rpm,7.0
Hyundai Grand i10,2010,67042,149852,Petrol,Individual,Manual,Second Owner,20.19 kmpl,1576 CC,98.2 bhp,120Nm@ 2200rpm,7.0
Maruti Vitara Brezza,2012,90666,118468,Diesel,Trustmark Dealer,Manual,First Owner,20.12 kmpl,1570 CC,82.8 bhp,,5.0
Ford EcoSport,2016,129697,116181,LPG,Individual,Manual,First Owner,16.87 kmpl,1627 CC,116.6 bhp,189Nm@ 1750rpm,5.0
Volkswagen Vento,2009,65533,160436,Petrol,Individual,Manual,First Owner,21.25 kmpl,1313 CC,68.4 bhp,93Nm@ 4000rpm,5.0
Honda Civic,2007,40698,210163,Petrol,Individual,Manual,First Owner,,1485 CC,110.7 bhp,187Nm@ 1750rpm,4.0
Hyundai i20,2012,98959,160236,Petrol,Individual,Automatic,First Owner,18.56 kmpl,1581 CC,95.4 bhp,164Nm@ 2500rpm,5.0
Hyundai i10,2014,103088,132008,Petrol,Individual,Manual,First Owner,19.48 kmpl,1717 CC,106.5 bhp,163Nm@ 2500rpm,5.0
Hyundai i20,2013,108577,123008,Petrol,Individual,Manual,Second Owner,20.2 kmpl,1353 CC,80.8 bhp,124Nm@ 3000rpm,5.0
Ford Figo,2015,133579,90917,Diesel,Individual,Manual,Second Owner,20.62 kmpl,1511 CC,91.4 bhp,115Nm@ 4000rpm,6.0
Maruti Alto,2009,40000,153902,Petrol,Individual,Manual,First Owner,20.53 kmpl,1317 CC,82.0 bhp,108Nm@ 2500rpm,8.0
Ford Endeavour,2014,118727,113511,Diesel,Individual,Manual,First Owner,18.33 kmpl,1965 CC,110.5 bhp,175Nm@ 3000rpm,4.0
Maruti Wagon R,2013,105234,122288,Petrol,Individual,Manual,First Owner,17.54 kmpl,1888 CC,123.6 bhp,171Nm@ 2200rpm,7.0
Toyota Innova,2017,193073,115783,CNG,Individual,Automatic,First Owner,18.09 kmpl,1698 CC,94.6 bhp,177Nm@ 2500rpm,5.0
Hyundai Venue,2016,153652,88403,Petrol,Individual,Automatic,First Owner,18.07 kmpl,1746 CC,106.8 bhp,163Nm@ 2000rpm,5.0
Toyota Glanza,2015,141465,117705,Diesel,Individual,Manual,Second Owner,23.51 kmpl,1210 CC,64.3 bhp,94Nm@ 2500rpm,5.0
Mahindra Scorpio,2020,275601,48269,Diesel,Individual,Automatic,Second Owner,17.64 kmpl,2144 CC,133.6 bhp,193Nm@ 2500rpm,7.0
BMW 5 Series,2014,315978,86382,Petrol,Individual,Manual,Second Owner,13.49 kmpl,2110 CC,151.6 bhp,232Nm@ 1750rpm,5.0
Maruti Ertiga,2011,56017,157347,Petrol,Individual,Manual,Third Owner,20.79 kmpl,1327 CC,91.5 bhp,162Nm@ 2500rpm,7.0
Honda Civic,2014,98963,90513,CNG,Individual,Manual,First Owner,19.38 kmpl,1338 CC,83.0 bhp,135Nm@ 2000rpm,5.0
BMW 3 Series,2012,274637,145859,Petrol,Individual,Manual,First Owner,13.28 kmpl,2410 CC,139.4 bhp,177Nm@ 1500rpm,4.0
Ford Aspire,2016,129482,88219,Petrol,Individual,Manual,First Owner,22.2 kmpl,1400 CC,83.6 bhp,149Nm@ 2500rpm,5.0
Mahindra XUV500,2012,108375,151980,Petrol,Dealer,Automatic,First Owner,20.93 kmpl,1583 CC,105.4 bhp,192Nm@ 1750rpm,8.0
Hyundai Creta,2015,128882,110588,Petrol,Individual,Manual,First Owner,19.14 kmpl,1586 CC,98.3 bhp,145Nm@ 1750rpm,4.0
Audi A4,2013,292022,128813,Diesel,Individual,Manual,Second Owner,18.73 kmpl,2127 CC,138.8 bhp,199Nm@ 1500rpm,7.0
Maruti Alto,2015,92462,79414,Petrol,Individual,Manual,Third Owner,18.0 kmpl,1326 CC,85.1 bhp,115Nm@ 1500rpm,8.0
Volkswagen Vento,2016,164013,101248,Petrol,Individual,Manual,First Owner,19.77 kmpl,1613 CC,96.0 bhp,176Nm@ 2200rpm,4.0
Maruti Dzire,2015,112049,87619,Petrol,Individual,Manual,First Owner,18.52 kmpl,1304 CC,108.3 bhp,176Nm@ 1750rpm,6.0
Maruti Alto,2015,81582,110445,Petrol,Individual,Manual,First Owner,17.79 kmpl,1506 CC,87.1 bhp,127Nm@ 3000rpm,5.0
Hyundai Venue,2014,141448,106413,Petrol,Individual,Manual,First Owner,16.76 kmpl,2092 CC,141.5 bhp,193Nm@ 4000rpm,4.0
Honda WR-V,2008,61867,167261,Diesel,Individual,Manual,Second Owner,23.15 kmpl,1422 CC,82.9 bhp,113Nm@ 3000rpm,5.0
Tata Nexon,2008,57190,170881,Diesel,Individual,Manual,First Owner,23.76 kmpl,1256 CC,91.5 bhp,132Nm@ 3000rpm,7.0
Hyundai Verna,2016,137608,99577,Petrol,Dealer,Manual,Second Owner,19.3 kmpl,1379 CC,82.5 bhp,130Nm@ 4000rpm,4.0
Maruti Ertiga,2011,59771,181307,Petrol,Individual,Manual,First Owner,18.0 kmpl,1701 CC,105.5 bhp,145Nm@ 1750rpm,8.0
Toyota Innova,2023,462576,18215,Petrol,Individual,Automatic,First Owner,21.8 kmpl,1021 CC,60.7 bhp,83Nm@ 3000rpm,7.0
Honda Jazz,2013,111327,130767,Petrol,Individual,Manual,First Owner,19.36 kmpl,1684 CC,100.3 bhp,142Nm@ 4000rpm,8.0
Tata Nexon,2009,53582,140898,Petrol,Individual,Manual,Second Owner,18.57 kmpl,1463 CC,,170Nm@ 3000rpm,7.0
Hyundai Grand i10,2018,198483,37944,Diesel,Individual,Manual,Second Owner,19.55 kmpl,1631 CC,,145Nm@ 2000rpm,5.0
Honda Jazz,2012,87293,141772,Petrol,Individual,Manual,Second Owner,20.3 kmpl,1588 CC,115.2 bhp,206Nm@ 3000rpm,7.0
Honda City,2011,76246,159375,Diesel,Individual,Manual,First Owner,20.61 kmpl,1695 CC,103.7 bhp,166Nm@ 4000rpm,8.0
Honda WR-V,2012,97517,119120,Petrol,Individual,Manual,First Owner,19.05 kmpl,1403 CC,96.6 bhp,161Nm@ 3000rpm,6.0
Maruti Vitara Brezza,2011,62772,120116,Diesel,Individual,Manual,First Owner,20.79 kmpl,1850 CC,99.6 bhp,149Nm@ 2500rpm,8.0
Honda City,2020,245410,46916,Petrol,Dealer,Manual,First Owner,15.24 kmpl,1839 CC,96.8 bhp,145Nm@ 2500rpm,8.0
Mahindra Scorpio,2020,263503,47123,Diesel,Individual,Manual,First Owner,24.39 kmpl,1611 CC,122.2 bhp,180Nm@ 4000rpm,7.0
Toyota Etios,2014,138971,79214,Petrol,Individual,Manual,Second Owner,18.99 kmpl,1470 CC,89.8 bhp,149Nm@ 1500rpm,5.0
Mercedes-Benz C-Class,2016,378316,85194,Diesel,Individual,Manual,First Owner,15.87 kmpl,2102 CC,110.4 bhp,163Nm@ 2500rpm,5.0
Honda WR-V,2014,161368,106007,Diesel,Individual,Manual,First Owner,22.16 kmpl,1656 CC,83.0 bhp,112Nm@ 1750rpm,5.0
Toyota Corolla,2014,170473,82752,Petrol,Individual,Automatic,Second Owner,20.16 kmpl,1548 CC,84.6 bhp,147Nm@ 3000rpm,5.0
Maruti Vitara Brezza,2019,179742,63930,Petrol,Individual,Manual,First Owner,16.33 kmpl,1833 CC,103.6 bhp,146Nm@ 2200rpm,5.0
Toyota Fortuner,2016,222032,80202,Diesel,Individual,Manual,First Owner,16.82 kmpl,2062 CC,135.3 bhp,216Nm@ 3000rpm,8.0
Honda Amaze,2022,330796,650,Petrol,Individual,Manual,First Owner,19.75 kmpl,1422 CC,100.5 bhp,141Nm@ 2000rpm,5.0
Mahindra Scorpio,2016,140217,79767,Petrol,Individual,Manual,Second Owner,17.67 kmpl,1758 CC,104.4 bhp,126Nm@ 1750rpm,6.0
Toyota Innova,2013,141539,124869,Diesel,Individual,Automatic,Third Owner,17.34 kmpl,2001 CC,137.1 bhp,205Nm@ 2000rpm,6.0
Honda Jazz,2018,161541,80183,Diesel,Individual,Manual,Second Owner,20.65 kmpl,1551 CC,102.7 bhp,144Nm@ 2200rpm,6.0
Volkswagen Vento,2019,232963,56945,Diesel,Individual,Manual,Second Owner,18.37 kmpl,1924 CC,131.9 bhp,183Nm@ 4000rpm,8.0
Honda Amaze,2009,59862,193065,Petrol,Dealer,Manual,First Owner,19.31 kmpl,1428 CC,96.5 bhp,140Nm@ 1500rpm,7.0
Mahindra XUV500,2015,122739,95129,Diesel,Individual,Manual,Second Owner,20.62 kmpl,1413 CC,93.1 bhp,143Nm@ 4000rpm,
Mahindra Thar,2021,298794,55133,Petrol,Individual,Manual,First Owner,17.5 kmpl,1842 CC,123.2 bhp,228Nm@ 4000rpm,5.0
Hyundai Verna,2014,128759,153729,Diesel,Individual,Automatic,Second Owner,22.38 kmpl,1256 CC,70.1 bhp,92Nm@ 2500rpm,8.0
Toyota Corolla,2010,96181,171085,Diesel,Individual,Manual,Second Owner,16.43 kmpl,2018 CC,141.4 bhp,225Nm@ 4000rpm,7.0
Tata Tiago,2016,113564,62980,Petrol,Individual,Automatic,Third Owner,20.44 kmpl,1237 CC,65.0 bhp,87Nm@ 1500rpm,5.0
Renault Kwid,2009,40000,164731,CNG,Individual,Manual,Second Owner,21.39 kmpl,1399 CC,99.5 bhp,158Nm@ 2000rpm,6.0
Renault Triber,2012,82341,149719,Diesel,Individual,Automatic,First Owner,20.31 kmpl,1652 CC,104.5 bhp,138Nm@ 2000rpm,8.0
Honda Civic,2010,59015,161909,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1542 CC,100.7 bhp,147Nm@ 2200rpm,6.0
Mercedes-Benz E-Class,2017,332170,51193,LPG,Individual,Manual,First Owner,18.93 kmpl,1464 CC,97.0 bhp,140Nm@ 4000rpm,7.0
Mahindra XUV500,2008,52587,172307,Petrol,Individual,Manual,First Owner,19.22 kmpl,1361 CC,77.2 bhp,104Nm@ 1500rpm,5.0
Honda Civic,2015,201868,96742,Diesel,Individual,Automatic,First Owner,17.95 kmpl,1866 CC,134.3 bhp,209Nm@ 1500rpm,5.0
Honda Amaze,2014,134047,112480,LPG,Individual,Manual,First Owner,17.26 kmpl,1519 CC,101.4 bhp,136Nm@ 2000rpm,6.0
Honda Jazz,2017,181516,57448,Diesel,Individual,Manual,First Owner,21.47 kmpl,1492 CC,82.6 bhp,127Nm@ 1750rpm,7.0
Mahindra Thar,2015,126117,125245,Petrol,Trustmark Dealer,Manual,First Owner,21.62 kmpl,1464 CC,82.6 bhp,142Nm@ 4000rpm,5.0
Hyundai Creta,2014,112542,114030,Diesel,Dealer,Manual,First Owner,22.56 kmpl,1334 CC,82.2 bhp,139Nm@ 1750rpm,7.0
Honda Civic,2012,103103,140494,Diesel,Trustmark Dealer,Manual,First Owner,20.97 kmpl,1580 CC,98.9 bhp,142Nm@ 2500rpm,5.0
Mahindra Thar,2012,88689,90213,Petrol,Individual,Manual,First Owner,20.67 kmpl,1291 CC,87.0 bhp,150Nm@ 2200rpm,5.0
Honda Jazz,2017,163771,86256,Diesel,Individual,Manual,First Owner,23.02 kmpl,1312 CC,96.5 bhp,135Nm@ 2200rpm,8.0
Mahindra Bolero,2016,136785,129176,Petrol,Individual,Manual,First Owner,19.04 kmpl,1637 CC,92.8 bhp,116Nm@ 3000rpm,8.0
Toyota Fortuner,2016,182162,93245,Diesel,Dealer,Automatic,Second Owner,23.57 kmpl,1213 CC,73.4 bhp,101Nm@ 2500rpm,8.0
Tata Harrier,2014,82649,127113,Diesel,Individual,Manual,First Owner,26.25 kmpl,875 CC,54.2 bhp,92Nm@ 1500rpm,4.0
Ford Figo,2017,169310,59908,Petrol,Trustmark Dealer,Manual,First Owner,21.61 kmpl,1213 CC,96.6 bhp,129Nm@ 3000rpm,6.0
Maruti Dzire,2015,108122,85650,Petrol,Individual,Automatic,First Owner,22.92 kmpl,1113 CC,70.1 bhp,108Nm@ 1750rpm,7.0
Maruti Vitara Brezza,2012,88526,129856,Diesel,Individual,Automatic,First Owner,23.1 kmpl,1529 CC,81.4 bhp,105Nm@ 3000rpm,4.0
Hyundai i20,2010,76046,150589,Petrol,Dealer,Automatic,Second Owner,19.19 kmpl,1805 CC,95.9 bhp,118Nm@ 2000rpm,7.0
Honda Jazz,2008,58725,203514,Petrol,Individual,Manual,First Owner,19.64 kmpl,1511 CC,89.1 bhp,109Nm@ 4000rpm,5.0
Honda Jazz,2019,253401,58041,Diesel,Dealer,Manual,First Owner,20.93 kmpl,1472 CC,87.4 bhp,142Nm@ 1500rpm,5.0
Volkswagen Vento,2020,281613,32913,Petrol,Individual,Manual,First Owner,17.9 kmpl,1519 CC,103.8 bhp,184Nm@ 2500rpm,6.0
Mahindra Thar,2008,54002,174513,Petrol,Individual,Manual,First Owner,18.75 kmpl,1448 CC,80.1 bhp,129Nm@ 1750rpm,5.0
Maruti Ertiga,2014,120654,84273,Diesel,Individual,Manual,Second Owner,16.29 kmpl,2020 CC,115.1 bhp,173Nm@ 3000rpm,4.0
Tata Safari,2005,40000,189574,Petrol,Individual,Manual,First Owner,19.89 kmpl,1531 CC,89.1 bhp,124Nm@ 4000rpm,5.0
Volkswagen Vento,2009,73119,155614,Diesel,Individual,Manual,Second Owner,20.63 kmpl,1712 CC,94.1 bhp,151Nm@ 1500rpm,5.0
Mercedes-Benz GLA,2022,1157961,27834,Diesel,Dealer,Automatic,First Owner,16.57 kmpl,2207 CC,115.7 bhp,172Nm@ 3000rpm,5.0
Audi A4,2018,646509,67905,Petrol,Individual,Manual,First Owner,13.11 kmpl,2591 CC,147.6 bhp,217Nm@ 1750rpm,5.0
Maruti Alto,2013,92138,110501,Petrol,Individual,Automatic,First Owner,21.35 kmpl,1291 CC,86.0 bhp,134Nm@ 1500rpm,5.0
Tata Harrier,2018,194161,60196,Diesel,Trustmark Dealer,Automatic,First Owner,23.55 kmpl,1260 CC,84.1 bhp,118Nm@ 2000rpm,7.0
Volkswagen Vento,2016,218681,56663,Diesel,Dealer,Automatic,First Owner,19.79 kmpl,1476 CC,80.4 bhp,108Nm@ 4000rpm,
Honda Civic,2018,243571,65669,Diesel,Individual,Automatic,First Owner,20.93 kmpl,1611 CC,99.9 bhp,147Nm@ 1500rpm,5.0
Mahindra Thar,2016,170821,87449,Diesel,Individual,Automatic,Second Owner,18.05 kmpl,1789 CC,122.6 bhp,138Nm@ 1500rpm,6.0
Honda Jazz,2016,151899,77601,Petrol,Individual,Manual,First Owner,20.22 kmpl,1539 CC,100.6 bhp,149Nm@ 1500rpm,5.0
Mahindra XUV300,2018,186279,100992,Diesel,Individual,Manual,Second Owner,20.83 kmpl,1658 CC,95.0 bhp,146Nm@ 1750rpm,5.0
Maruti Baleno,2014,86890,128339,Petrol,Individual,Manual,First Owner,18.05 kmpl,1469 CC,96.4 bhp,149Nm@ 2500rpm,5.0
Hyundai i10,2023,298943,100,Petrol,Individual,Manual,Fourth & Above Owner,17.04 kmpl,1487 CC,91.4 bhp,127Nm@ 2500rpm,5.0
Hyundai i10,2017,136228,95404,CNG,Dealer,Manual,First Owner,19.06 kmpl,1393 CC,84.7 bhp,123Nm@ 2000rpm,5.0
Tata Nexon,2017,143277,68983,Petrol,Individual,Manual,Second Owner,19.45 kmpl,1281 CC,75.1 bhp,122Nm@ 2000rpm,5.0
Renault Triber,2015,84282,102005,Petrol,Individual,Automatic,Fourth & Above Owner,19.28 kmpl,1492 CC,81.1 bhp,130Nm@ 4000rpm,7.0
Mahindra Scorpio,2016,153151,80325,Petrol,Individual,Manual,Third Owner,14.54 kmpl,1805 CC,97.1 bhp,125Nm@ 2200rpm,6.0
Volkswagen Polo,2021,342931,46537,Diesel,Individual,Manual,First Owner,16.26 kmpl,1904 CC,97.1 bhp,154Nm@ 1500rpm,5.0
Mahindra Thar,2015,139798,108408,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1710 CC,113.3 bhp,179Nm@ 1500rpm,4.0
Ford EcoSport,2017,154422,66507,Petrol,Individual,Manual,Second Owner,19.05 kmpl,1462 CC,97.4 bhp,147Nm@ 1750rpm,5.0
Ford Endeavour,2013,100700,133144,Petrol,Individual,Automatic,Third Owner,19.27 kmpl,1270 CC,85.1 bhp,,5.0
Honda Amaze,2009,71727,130516,Diesel,Individual,Manual,First Owner,20.75 kmpl,1400 CC,101.1 bhp,148Nm@ 2500rpm,4.0
Toyota Etios,2022,412487,15204,Diesel,Individual,Manual,Second Owner,20.53 kmpl,1862 CC,121.6 bhp,178Nm@ 2000rpm,8.0
Toyota Fortuner,2019,244092,62912,Petrol,Individual,Manual,Second Owner,17.93 kmpl,1451 CC,81.1 bhp,115Nm@ 3000rpm,5.0
Ford Figo,2008,52494,183053,Diesel,Individual,Manual,First Owner,21.04 kmpl,1373 CC,89.1 bhp,123Nm@ 1750rpm,4.0
Maruti Swift,2014,87566,112991,Petrol,Individual,Manual,First Owner,20.47 kmpl,1635 CC,107.6 bhp,168Nm@ 4000rpm,7.0
Audi A6,2011,225460,126055,Petrol,Individual,Manual,Second Owner,14.36 kmpl,2105 CC,123.9 bhp,187Nm@ 2200rpm,4.0
Honda Jazz,2016,162178,92524,Diesel,Individual,Manual,Second Owner,19.6 kmpl,1958 CC,107.4 bhp,143Nm@ 1500rpm,7.0
Audi A6,2019,853664,67029,Diesel,Individual,Manual,First Owner,15.26 kmpl,2613 CC,155.0 bhp,232Nm@ 3000rpm,8.0
Tata Safari,2022,299733,100,Diesel,Individual,Manual,First Owner,20.05 kmpl,1765 CC,123.5 bhp,196Nm@ 1500rpm,7.0
Maruti Swift,2015,113439,121922,Diesel,Individual,Manual,First Owner,20.5 kmpl,1310 CC,86.8 bhp,128Nm@ 2500rpm,5.0
Hyundai Grand i10,2013,110399,137147,Petrol,Individual,Manual,Second Owner,16.3 kmpl,1946 CC,127.3 bhp,174Nm@ 3000rpm,5.0
BMW 3 Series,2014,373263,104220,Diesel,Individual,Automatic,Second Owner,19.27 kmpl,1878 CC,119.6 bhp,196Nm@ 1500rpm,5.0
Hyundai Grand i10,2018,178994,58887,Diesel,Individual,Manual,Second Owner,22.71 kmpl,1179 CC,63.9 bhp,107Nm@ 2200rpm,7.0
